tweet_positivity,important_words_rate,uppercase_letters,words_starting_with_capital,all_caps_words,tweet_text,reference,verdict
neutral,0.9136690647482014,5,5,0,@ Krisjuddmcflyer Hey ! Que enterado que tambiÃ©n fuiste # London ! hubieras avisado no hubiÃ©ramos encontrado en Starbucks ! ^^ ,1685,1
negative,0.5942028985507246,3,2,0,trouble # London weather ever far hot_ piss rain Rarely anything . 30*C 2moro : ( ,1686,1
negative,0.6226415094339622,31,6,4,PLEASE RETWEET Convicted # London rioter loose benefit . - e-petitions checkzz DJCHRISMOYLES @ AHJ ,1687,1
positive,0.6129032258064516,6,6,0,Town Hall ( Wandsworth High Street_ # London ) checkzz @ ,1688,1
neutral,1.0333333333333334,8,3,0,@ IloveTommyBowen Dato curioso en London los nÃƒÂºmeros de telÃƒÂ©fono mÃƒÂ³vil comienzan con 55 . ,1689,1
negative,0.7157894736842105,0,0,0,dream compliment @ justinbieber come london nothing miss ticket = ( ,1690,1
positive,0.6917808219178082,1,1,0,resveratrol breast cancer | : natural agent call Resveratrol use lot london beauty spa ... checkzz @ ,1691,0
negative,0.75177304964539,4,3,0,@ mgist bad news make seem # London ? ( Im talk FoxNews accord them_ armageddon every day ) # londonriots ,1692,1
neutral,0.6446280991735537,8,7,0,City city_ also state un2 . Washingtom DC_ Vatican & # London r City States . ,1693,1
positive,0.7099236641221374,2,2,0,@ tehreemashraf experience pretty sure plenty public transport option get Central # London ! ,1694,1
positive,0.5454545454545454,7,5,1,Sexy VIP companion # London around United Kingdom checkzz @ ,1695,1
negative,0.7642857142857142,4,3,0,@ FarahT *cancels trip London* nooo_ tell bed time ! Ams kill ugly black one hang room.. t-thakartich haha ,1696,1
neutral,0.7613636363636364,7,4,1,bicycle ! RT @ KendrickJFarris : Baby take ... @ farriskd # London ,1697,1
neutral,0.6115702479338843,4,4,0,Photo : Red paint wall Syria embassy # London symbolise blood . checkzz @ ,1698,1
positive,0.6911764705882353,30,6,4,Eva make luv woman ur dream ... room full money # London SCREEEAAAAMMMS ..BABY TAKE U # BAWSE ,1699,1
negative,0.6236559139784946,6,6,0,# London Olympics Bill Compare Previous Games ? checkzz @ ,1700,1
neutral,0.796875,11,10,0,Police Deployment Calms # London Riots Unrest Hits Manchester - Bloomberg checkzz via @ BloombergNews ,1701,0
positive,0.6324786324786325,2,2,0,North # London resident find /really/ hard sleep tonight . sure alone ... ,1702,1
positive,0.75,5,4,1,Awesome ! RT @ fastcompany : designer take iconic # London Tube map & update multiscreen world checkzz @ /via ... ,1703,1
negative,0.6111111111111112,5,4,0,@ BleekerRidge guy come # London next ? late miss Rock Park . : ( ,1704,1
positive,0.875,18,12,3,Job top US IB ( # London ) : Analyst - Associate | Market Risk.+ MSc/PhD/ ... checkzz @ Quant IB Finance job 18 ,1705,1
neutral,0.6944444444444444,11,6,1,LONDON Sale General > Facebook Fan Page checkzz @ ,1706,1
positive,0.7426470588235294,11,6,1,Xstrata set 40 percent jump H1 profit_ strong H2 : LONDON ( Reuters ) - Xstrata expect post almo ... ,1707,1
neutral,0.7534246575342466,3,3,0,Cheese Guide # London : doubt_ ask man business suit . ,1708,1
neutral,0.910828025477707,45,12,5,Jobs # Finance INTERMEDIARY DEVELOPMENT MANAGER - PMI / Insurance : MID-Birmingham UK # London West Mid ... checkzz @ http : //b ... checkzz @ ,1709,1
positive,0.7697841726618705,8,6,1,therealnihal please get @ ArjunArtist stage year O2 # London Mela . Good music need heard . RT agree ! : ) ,1710,1
neutral,0.6111111111111112,2,1,0,@ BarbaraOyoo ok ill give u credit _ relly see u knw . ,1711,1
neutral,0.45263157894736844,7,2,1,NOBODY go tell happen # London.. checkzz @ ,1712,1
neutral,0.8888888888888888,5,4,0,# London Jameica . L.A Africa 8 ,1713,1
negative,0.8992805755395683,7,4,0,@ Fear_NO_Evil_ ya tat exactly dnt wan na jump in2 ny church see . Especially # London really sad plight . Spiritually low ! ,1714,1
positive,0.903755868544601,18,3,1,RT @ drewtewksbury : London Riots # hitmeup overlay `` social deprivation map : checkzz @ http : 2F 2Fmaps.google.co.uk 2Fmaps 2Fms 3Fauthuser 3D0 26vps 3D4 26ie 3DUTF8 26msa 3D0 26output 3Dkml 26msid % 3D207192798388318292131.0004aa01af6748773e8f7 hl=en ll=51.474113_0.029526 spn=0.231379_0.598068 sll=51.487759_-0.085641 sspn=0.920109_2.200012 z=11 & vpsrc=6 â€¦ poverty # londonriots ,1715,1
positive,0.8163265306122449,2,2,0,Lovely day # London @ gabbythompson xxx ,1716,1
negative,0.7226277372262774,2,2,0,# London bus stop late night . weird character ... Chap want catch bus side city ca read timetable ,1717,1
neutral,1.0212765957446808,3,3,0,1 o'clock a.m. ( London_ Dublin_ # Lisbon ... ) ,1718,1
neutral,0.9873417721518988,4,0,0,1 o'clock a.m. ( # londonRiots http : //checkmyroits.com./jdienmnmXkdrynSDhfg ,1719,1
positive,0.6601941747572816,4,4,0,# London Magic 105.4 take spot London record audience Ã¢â‚¬ â€œ Guardian ,1720,1
neutral,0.7317073170731707,7,5,1,Final check-in vacation 2011 . Home ! ( @ VIA Rail London ) ,1721,1
neutral,1.0425531914893618,2,2,0,@ patty_london Que sencilla_ que humilde la Paty ,1722,1
neutral,0.7755102040816326,12,11,0,Jobs # Online Marketing Producer : # London-London_ Online Marketing Producer Well Informed Sala ht ... checkzz @ ,1723,1
positive,0.8979591836734694,2,2,0,@ saaan92 welcome Spain ! u like # London ? ,1724,1
neutral,0.7651006711409396,7,5,2,-_- mehn RT @ skibbysala : Lmfao ! Psalmsin RT @ jth_wonder : `` journalist ask one # London rioter ... checkzz @ ,1725,1
positive,0.7,6,3,1,Oh ok & ? RT GreendotEmo : @ panAngelpeepfan start north london guy kill police_ start riot 4 ... ,1726,1
positive,0.6490066225165563,7,7,0,cool # London Borough Kensington Chelsea Bikeminded checkzz @ Always Westminster girl myself_ ... ,1727,1
negative,0.9146341463414634,4,3,0,@ VickVanzin haha_ . Like_ right # London . absolutely hate hot weather_ . ,1728,1
neutral,0.6,4,3,0,Greenwich Township woman fire Star-Ledger - checkzz @ # london ,1729,1
neutral,0.7676767676767676,15,6,0,@ RADlATELOVE go London_ Scotland_ Ireland_ Switzerland Italy bff go.. hehe ,1730,1
neutral,0.4444444444444444,4,4,0,star Canary Wharf | # London Orchestra checkzz via @ londonsymphony ,1731,1
neutral,0.7045454545454546,3,3,0,Gpa talkn bout # London tryna stunt Gma ask `` well u ever ? play hell outta . # funniestish ,1732,1
positive,0.773109243697479,1,1,0,know one family # London mom friend's_ everyone please safe_ stay indoors ! # prayforlondon ,1733,1
neutral,0.75,0,0,0,@ lisaloosetweet diversity isnt somethin id associate 2012 . see benefit rest country whoopy london . ,1734,1
neutral,1.0,2,1,0,patty_london @ BladeMithology cof cof_ bueno ese auto e garantÃ­a ,1735,1
neutral,0.8285714285714286,1,1,0,happen London ? # needtoknow ,1736,1
neutral,0.8424657534246576,6,6,0,[ Photo update ] Permanent pop-up shop Atlantic Station : Construction begin â€œ London market â€ style shoppin ... checkzz @ ,1737,1
neutral,0.8,2,2,0,@ _love_trey .really ? ! think Canada like # London weather ,1738,1
neutral,0.9259259259259259,0,0,0,@ chrisbrown come london ,1739,1
positive,0.975,6,5,0,? `` @ StripezArtist : North london goin nut rily ! Burning dwn Fed car ! Wow ,1740,1
negative,0.8317757009345794,3,3,0,@ london_milan know . : ( stupid flaw Summer show day . yay Gabriel ! Hayy boy hayyy < 3 ,1741,1
neutral,0.8591549295774648,7,5,1,Newside Offre stage newside ( # London ) MOA asset management En derniere annee ecole ingeni ... checkzz @ intern bank 87 ,1742,1
positive,0.6917808219178082,1,1,0,resveratrol breast cancer | : natural agent call Resveratrol use lot london beauty spa ... checkzz @ ,1743,1
positive,0.6744186046511628,5,4,0,Ever make love woman dream room full money London ... Naw try within 2 week # EuroTrip ,1744,1
neutral,0.673469387755102,5,5,0,Athlete Commission hold meeting # London : Athlete Commission hold forum welcome pla ... checkzz @ ,1745,1
positive,0.7890625,11,8,2,â€œ @ mslulurose : Youth Middle East rise basic freedoms.The Youth # London rise HD ready 42 Plasma TV ,1746,1
positive,0.8333333333333334,2,2,0,Wants move # London ,1747,1
positive,0.635593220338983,9,8,1,Flash Developer Contract Ã‚Â£400/day - # London job UK Top Bananas checkzz @ ,1748,1
neutral,0.8235294117647058,3,3,0,Let pray Somalia London . # prayforlondon ,1749,0
positive,0.8723404255319149,5,4,0,Welcome London Olympics # TottenhamRiots ,1750,0
neutral,0.6938775510204082,6,6,0,checkzz @ Walk Lines : # London Underground_ overground_ Mark Mason ,1751,1
positive,0.47530864197530864,10,2,1,pokafaceJUKEBOX watch @ jaywonjuwonlo live performance # London checkzz @ RT ,1752,1
positive,0.4470588235294118,3,1,0,# London ? ( 1DUpdates live checkzz @ ,1753,1
negative,0.8794326241134752,10,5,1,Ahaha RT @ cpierce_ : nigga stefano would prolly goin sick back home # London lmao X_MarkzTheSpot RudeBoy2013 @ thekidjtroy ,1754,1
positive,0.6210526315789474,4,4,0,Grand theft auto # London Riot . video # wall ! Check â€¦â€¦.. ,1755,1
positive,0.7285714285714285,3,3,0,@ moboid Fallen # London one interest instance tell story within social game framework Curious like . ,1756,1
neutral,0.8088235294117647,3,2,0,@ London_Davidson ai get message texting another Chris ,1757,1
positive,0.8852459016393442,12,2,0,LONDON_RICH JoelDance_ @ london_rich truss joel_ good ,1758,1
positive,0.79,3,2,0,@ Mr_Cruz lmao u good joking ! Never think id say south london safer right lol ,1759,1
neutral,0.7666666666666667,2,2,0,S/o person goin meet London ... # futuretweet ,1760,0
neutral,1.1176470588235294,1,1,0,@ Rahieza12 london ,1761,1
neutral,1.0833333333333333,4,2,1,@ Rebecca_London # NF sho luv 2 ya boy ,1762,1
neutral,0.5045045045045045,10,6,1,RT @ WARPmagazine : # London Calling de Clash_ serÃ¡ utilizada para promocionar la Olimpiadas del 2012 checkzz @ ,1763,1
positive,0.855072463768116,9,3,1,FUDGE ... 28 degree # London afternoon lucky sod : l wonder @ NathanTheWanted hot ( yes_ apperance well temp ) : p xx ,1764,1
neutral,0.6490066225165563,5,4,0,Rachel Stevens opt zany # trouser take daughter Amelie London : # riotsLondon 33-year-old sta ... ,1765,1
positive,0.7265625,5,3,1,RT @ EmperorMagnum Hahaha central london saw kid run dad belly_ looked impact knock # fatdad ,1766,1
neutral,1.0,3,3,0,Next purchase # London Fog . ,1767,1
neutral,0.625,2,2,0,want part # London Riots ,1768,1
positive,0.8421052631578947,6,6,0,Kai Cats tomorrow City # London Festival ! excite hope gon na warm weather ! Xx ,1769,1
neutral,1.065217391304348,6,5,0,@ MateenE17 Lool ohh Eleena _ also East # London ,1770,1
neutral,0.835820895522388,2,2,0,yeah ... head # London Thursday ... . *packs stab vest* ,1771,1
neutral,0.8712871287128713,5,4,0,@ AlexiaLosada # London Calling faraway towns war declare ! *_* Es un temazo_ lo merece ,1772,1
neutral,0.6746987951807228,6,5,0,Blazes_ loot London riot - Yahoo ! News via @ YahooNews ,1773,1
negative,0.7804878048780488,3,2,0,@ AndySamuels31 say move # London yet never see around : ( fair ,1774,1
positive,0.75,25,6,3,@ ItchyFeetEvents MASSIVE party Millbank_ LONDON 26th August_ gunna AWESOME : ,1775,1
neutral,0.6197183098591549,2,2,0,Misslocker flatshare ( # London ) checkzz @ ,1776,1
positive,0.9021739130434783,9,2,0,FroggyHiroyuki loveMJPYT Noriko_D141 london_penguin motoppo @ piece001g nice day ! ,1777,1
positive,0.7297297297297297,6,6,0,Appetite : Beefeater Distillery_ # London : guest Beefeater_ trip # London full unforgettable ... checkzz @ ,1778,1
neutral,0.7283950617283951,11,5,1,LONDON Sale Clothes/Accessories > Desigual Jeans checkzz @ ,1779,1
positive,0.6821705426356589,6,4,0,@ KittenStitch Glad good time . rare us local_ normally con # London & M1/M6 get home ! ,1780,1
positive,0.8071428571428572,5,3,1,too- darling daughter arrive London_ cookin RT @ Color4Charlotte : stop say â€œ hi â€ fun chattin # intdesignerchat ,1781,1
positive,0.8260869565217391,3,2,0,@ EmmaSimmonds good here_ busy always . # London depend job lead come of_ backburner present . ,1782,1
positive,0.7320261437908496,23,10,2,RT @ SMUVacancies Marketing Executive ( # London ) - Digital Online / Social Media - FRESHMINDS checkzz @ # job ,1783,1
negative,0.5350877192982456,3,3,0,Dad get meet # London Thursday . get 5.50am train tempt join ,1784,1
positive,0.7785714285714286,10,10,0,Good night . Going Home Dire Straits & Hank Marvin . Live # London 1985 long vid Slow_ dark get off_ great . ,1785,1
negative,0.5986394557823129,8,8,0,# London Surveillance Map_ Chart_ Facts Source : - Tuesday_ August 09_ 20 ... checkzz @ ,1786,1
neutral,0.48314606741573035,1,1,0,Check video performance london ! checkzz @ ,1787,1
neutral,0.746268656716418,5,4,1,RT @ Keishhaaahh : Whts wrong # London tell ? : ) ,1788,1
positive,0.7142857142857143,2,2,0,best investment Â£6.99 ever ! Rimmel London_ do proud ! ,1789,1
positive,0.4672897196261682,3,2,0,ready BlackBerry 7 ? â€™ check # London ! checkzz @ ,1790,1
neutral,0.8111111111111111,12,6,2,Crowds attack police_ burn car UK protest : LONDON ( Reuters ) - Crowds attack Riots hitmeup # unsafe caz @ racism police ... checkzz @ # tomedia ,1791,1
positive,0.7428571428571429,1,1,0,major withdrawal # London ,1792,1
neutral,0.7236842105263158,4,4,0,Popped could sleep find timeline swamp Riots hitmeup ... # London ? Need google find more_2nd hand never work ,1793,1
neutral,0.7777777777777778,21,4,3,@ Marquisgroup HAMILTON LONDON CHOOSE ! ? ,1794,1
negative,0.7391304347826086,15,9,1,LONDON > Apt / Houses Rent > Â£100 1br - 1 bedroom flat rent Lower Richmond Road Putney SW15 checkzz @ ,1795,1
positive,0.625,1,1,0,apply two seperate jobs_ work get # London ! ,1796,1
positive,0.3480392156862745,6,5,0,Virgin Media punt free # London WiFi network - checkzz via @ Telegraph ,1797,1
positive,0.9491525423728814,3,3,0,okay go sleep right now_ goodnight . Stay Safe # London ,1798,1
positive,0.6973684210526315,11,4,2,@ LiverpoolMich TRADE ! # London > NYC happy right . ,1799,1
neutral,0.9777777777777777,6,3,0,@ IlovecamDWW Ohhhh see_ ya mean # London . ,1800,1
neutral,0.7318840579710145,10,8,2,hiring : Registered ( RN ) - Extendicare Health Services_ Inc - London_ OH checkzz @ jobcircle # job ,1801,1
neutral,0.72,2,2,0,even start Riots hitmeup # London ? ,1802,1
negative,0.7051282051282052,1,1,0,lot # unsafe caz @ racism police drive London_ see trouble ... # shard seem added 10 floors_ much else report ,1803,1
neutral,0.496551724137931,1,1,0,14 - like stay round corner Haha ! move london 2014_ like ... checkzz @ ,1804,1
positive,0.7088607594936709,3,2,0,@ AyoPhe lol nah_ someone get kill police_ people london startd Riots hitmeup burn heat # chaos shit place week ,1805,1
positive,0.78,5,4,0,@ TheophilusL Last Name # London song go ham ^___^ ! listen hoopin da gym lol ,1806,1
neutral,1.0263157894736843,4,3,0,# London knp Tragedy ? # PrayforLondon ,1807,1
positive,0.6388888888888888,7,3,1,@ LuckyNumber9_ MUCH ? Haha anything london . ,1808,1
neutral,0.5912408759124088,3,3,0,get Bexleyheath Bristol 9am_ would drive way_ park outside London_ tube 90 min ? ,1809,1
neutral,0.8424657534246576,24,9,4,Reuters NEWS : Crowds attack police_ burn car UK protest : LONDON ( Reuters ) - Crowd ... checkzz @ ( via Ed_Dtox ) FOLLOW ,1810,1
positive,0.8225806451612904,2,2,0,@ aliofficial1 lol bout u live East # London hbu ? ,1811,1
neutral,0.4927536231884058,1,1,0,buy knockoff # London ? checkzz @ ,1812,1
positive,0.6307692307692307,2,2,0,# Police kill young man allow huge # mayhem even london ! riots # Policebrutality ,1813,1
neutral,0.8661971830985915,9,9,0,â€œ @ jmichelmetz : Flash mobs_ # London Riots . Time treat like Zombie Apocalypse Bring shotguns M50s . â€ always # London ! ,1814,1
negative,0.5525114155251142,11,3,2,# NEWS old man_ madman `` green tail & messianic require # foryoureggsshriveled raisin get Presidency checkzz @ # LONDON ,1815,1
neutral,1.035294117647059,6,2,0,Katanya kerusuhan kak tp gatau juga heheRT ShintataDS : @ natayarc london knpa sih de ? ,1816,1
neutral,0.7205882352941176,3,3,0,dlr checkzz @ # London Events Calendar 2011-2012 ,1817,1
positive,0.7798165137614679,6,3,0,@ SamSheps Erm_ BBMs pingchats . plus fact live north london next tottenham likely . ,1818,1
positive,0.5477386934673367,7,4,1,OdemwingieP basket_mouth obiasika SilverbirdMal watch @ jaywonjuwonlo live performance # London checkzz @ RT ,1819,1
neutral,0.7142857142857143,5,4,0,@ Akarusa_Yami One them_ innit . Ca wait move back # London though - wo customer service job ! ,1820,1
neutral,0.8111111111111111,15,8,3,Crowds attack police_ burn car UK protest : LONDON ( Reuters ) - Crowds attack Riots hitmeup # unsafe caz @ racism police ... checkzz @ News # UK ,1821,1
negative,0.9418604651162791,3,3,0,@ metpoliceuk deploy `` tackle criminal activity across London Brixton # Enfield ,1822,1
positive,0.9021739130434783,1,1,0,London seem calm & come together again- thank goodness_ normal business resume : ) ,1823,1
neutral,0.7821782178217822,15,10,3,C # SQL Server SSIS Developer Financial City - London United Kingdom ... # job ,1824,1
neutral,0.6397058823529411,15,6,3,EMI bid range 3 $ 4 billion report : LONDON ( Reuters ) - Bids EMI suggest British ... ,1825,1
positive,0.7538461538461538,13,5,3,OH GOD SOUND GA.. mean_ strong # London accent . ,1826,1
negative,0.8640776699029126,2,1,1,jux soo boring ! & ashawo boy ... urgh ! RT xundy `` @ purplishtrudy : hate london ! yyy ,1827,1
neutral,1.0227272727272727,3,3,0,Heading back # London tomorrow . Goodnight ! ,1828,1
neutral,0.8837209302325582,10,3,1,@ KieranSixD KIERAN ! others around # London today ? xx # freehugsforkieran ,1829,1
positive,0.7333333333333333,6,3,1,RuthHarrisBooks RT @ emmagkeller : # londonriot map Pretty overwhelming . checkzz @ // holy carp ! ,1830,1
